objectid,title,location,address,city,state,zip_code,subject,datebuilt_architect,latitude,longitude,architect,filename,rights,format,date_all,date
iaahs079,Gloria Dei Church / Old Swedes' Episcopal Church,South,916 S. Swanson St.,Philadelphia,PA,19147,church,"1677-1698, Andrew Rudman; alterations, 1703-1705, ca. 1733, 1845; alterations, 1896, George Champlin Mason, Jr.",39.916921,-75.146962,"Andrew Rudman;George Champlin Mason, Jr.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Gloria_Dei_%28Church%29%2C_929_South_Water_Street%2C_Philadelphia%2C_Philadelphia_County%2C_PA_HABS_PA%2C51-PHILA%2C174-_%28sheet_3_of_10%29.png/664px-Gloria_Dei_%28Church%29%2C_929_South_Water_Street%2C_Philadelphia%2C_Philadelphia_County%2C_PA_HABS_PA%2C51-PHILA%2C174-_%28sheet_3_of_10%29.png,"By Related names:Rudman, Andrew - https://www.loc.gov/pictures/item/pa0760.sheet.00003a, Public Domain, https://commons.wikimedia.org/w/index.php?curid=34923971",image/jpeg,1677;1698;1703;1705;1733;1845;1896,1677
iaahs080,Elks Lodge,South,739-43 S. 16th St.,Philadelphia,PA,19146,,"ca. 1928, C. Adams",39.942034,-75.168896,C. Adams,https://upload.wikimedia.org/wikipedia/commons/4/4f/PhilaPaElksMagHotelAdvertize.jpg,"By BPOE #2 (Philadelphia Elks) - http://www.tommyjones.org/salisburyelks/elkshistory/Pa/PhilaPaElksMag5_1926HotelAdvertize.jpg, Public Domain, https://commons.wikimedia.org/w/index.php?curid=11733102",image/jpeg,1928,1928
iaahs081,St. Charles Borromeo Church,South,1941 Christian St.,Philadelphia,PA,19146,church,"1876, Edwin Forrest Durang",39.941299,-75.175457,Edwin Forrest Durang,https://digital.librarycompany.org/islandora/object/digitool:97183/datastream/JPG/view,"Libray Company of Philadelphia, https://www.librarycompany.org/",image/jpeg,1876,1876
iaahs082,Holy Trinity Baptist Church,South,1818-1824 Bainbridge St.,Philadelphia,PA,19146,church,"1900, Edwin Gilbert of Gilbert & Reid",39.942257,-75.161512,Edwin Gilbert of Gilbert & Reid,,,record,1900,1900
iaahs083,YWCA - Southwest-Belmont Branch,South,1607-15 Catharine St.,Philadelphia,PA,19146,young women's Christian association,"ca. 1922, Erskine, Morris",39.936955,-75.142769,"Erskine, Morris",https://digital.library.temple.edu/digital/api/singleitem/image/p16002coll2/86/default.jpg?highlightTerms=YWCA%20Philadelphia%20Branches%20Records,"This material is subject to copyright law and is made available for private study, scholarship, and research purposes only. For access to the original or a high resolution reproduction, and for permission to publish, please contact Temple University Libraries, Temple University Libraries, Special Collections Research Center, scrc@temple.edu, 215-204-8257.",image/jpeg,1922,1922
iaahs084,Shiloh Baptist Church #3 / Church of the Holy Apostles,South,2040 Christian St.,Philadelphia,PA,19146,church,"1868-1870, Fraser, Furness & Hewitt; alterations, 1890, George W. Hewitt",39.941156,-75.17749,"Fraser, Furness & Hewitt;George W. Hewitt",,,record,1868;1870;1890,1868
iaahs085,St. Martha's House / Houston Community Center,South,2029 S. 8th St.,Philadelphia,PA,19148,settlement house,"ca. 1914, Hastings Brockie",39.923225,-75.159555,Hastings Brockie,https://digital.librarycompany.org/islandora/object/digitool:97269/datastream/JPG/view,"Libray Company of Philadelphia, https://www.librarycompany.org/",image/jpeg,1914,1914
iaahs086,Varick Memorial Church Site,South,763 S. 19th St.,Philadelphia,PA,19146,church,"1889, Hazlehurst & Huckel",39.942029,-75.173852,Hazlehurst & Huckel,,,record,1889,1889
iaahs087,Church of the Crucifixion Building and Parish House,South,620 S. 8th St.,Philadelphia,PA,19147,church,"1883, Pursell & Fry; 1902, Isaac Pursell and Duhring, Okie & Ziegler",39.9449844,-75.1671013,Pursell & Fry; Isaac Pursell and Duhring;Okie & Ziegler,,,record,1883;1902,1883
iaahs088,First African Presbyterian Church / Tabor Chapel / St. Paul's German Reform Church / First Colored Wesley Methodist Church,South,1642 Fitzwater St.,Philadelphia,PA,19146,church,"1857, Samuel Sloan",39.942237,-75.170639,Samuel Sloan,,,record,1857,1857
iaahs089,Moyamensing Prison,South,10th and Reed Sts.,Philadelphia,PA,19147,prison,"ca. 1832-1835, Thomas Ustick Walter; many alterations; demolished 1968",39.990821,-75.168428,Thomas Ustick Walter,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Moyamensing_Prison%2C_c1840%2C_1848._%284700659588%29.jpg/500px-Moyamensing_Prison%2C_c1840%2C_1848._%284700659588%29.jpg,"By Library Company of Philadelphia - https://www.flickr.com/photos/library-company-of-philadelphia/4700659588/, No restrictions, https://commons.wikimedia.org/w/index.php?curid=41585695",image/jpeg,1832;1835;1968,1832
